imageA,imageB,label,dogA,dogB
A_OtoGQIQE13QAAAAAAAAAAAAAAQAAAQ.jpg,A_846cT62QLOEAAAAAAAAAAAAAAQAAAQ.jpg,1,10,10
A_OtoGQIQE13QAAAAAAAAAAAAAAQAAAQ.jpg,A_3muFRpfosX0AAAAAAAAAAAAAAQAAAQ.jpg,1,10,10
A_846cT62QLOEAAAAAAAAAAAAAAQAAAQ.jpg,A_3muFRpfosX0AAAAAAAAAAAAAAQAAAQ.jpg,1,10,10
A_qo9KQ6YZpa0AAAAAAAAAAAAAAQAAAQ.jpg,A_vzFyQL-m9f0AAAAAAAAAAAAAAQAAAQ.jpg,1,11,11
A_qo9KQ6YZpa0AAAAAAAAAAAAAAQAAAQ.jpg,A_p05OT6oYxSoAAAAAAAAAAAAAAQAAAQ.jpg,1,11,11
A_qo9KQ6YZpa0AAAAAAAAAAAAAAQAAAQ.jpg,A_h8ycS56cyH0AAAAAAAAAAAAAAQAAAQ.jpg,1,11,11
A_vzFyQL-m9f0AAAAAAAAAAAAAAQAAAQ.jpg,A_p05OT6oYxSoAAAAAAAAAAAAAAQAAAQ.jpg,1,11,11
A_vzFyQL-m9f0AAAAAAAAAAAAAAQAAAQ.jpg,A_h8ycS56cyH0AAAAAAAAAAAAAAQAAAQ.jpg,1,11,11
A_p05OT6oYxSoAAAAAAAAAAAAAAQAAAQ.jpg,A_h8ycS56cyH0AAAAAAAAAAAAAAQAAAQ.jpg,1,11,11
A_m8smT6igYF8AAAAAAAAAAAAAAQAAAQ.jpg,A_4OAEQbtm3HIAAAAAAAAAAAAAAQAAAQ.jpg,1,12,12
A_m8smT6igYF8AAAAAAAAAAAAAAQAAAQ.jpg,A_8wJfSLcHUG4AAAAAAAAAAAAAAQAAAQ.jpg,1,12,12
A_m8smT6igYF8AAAAAAAAAAAAAAQAAAQ.jpg,A_q7aRSpBENVQAAAAAAAAAAAAAAQAAAQ.jpg,1,12,12
A_4OAEQbtm3HIAAAAAAAAAAAAAAQAAAQ.jpg,A_8wJfSLcHUG4AAAAAAAAAAAAAAQAAAQ.jpg,1,12,12
A_4OAEQbtm3HIAAAAAAAAAAAAAAQAAAQ.jpg,A_q7aRSpBENVQAAAAAAAAAAAAAAQAAAQ.jpg,1,12,12
A_8wJfSLcHUG4AAAAAAAAAAAAAAQAAAQ.jpg,A_q7aRSpBENVQAAAAAAAAAAAAAAQAAAQ.jpg,1,12,12
A__YxFR6NzEjQAAAAAAAAAAAAAAQAAAQ.jpg,A_pOfiQ7jDy15GaENDjjN7nQAAAQAAAQ.jpg,1,13,13
A__YxFR6NzEjQAAAAAAAAAAAAAAQAAAQ.jpg,A_pOfiQ7jDy14AAAAAAAAAAAAAAQAAAQ.jpg,1,13,13
A__YxFR6NzEjQAAAAAAAAAAAAAAQAAAQ.jpg,A__YxFR6NzEjQecYhCqT3cqQAAAQAAAQ.jpg,1,13,13
A_pOfiQ7jDy15GaENDjjN7nQAAAQAAAQ.jpg,A_pOfiQ7jDy14AAAAAAAAAAAAAAQAAAQ.jpg,1,13,13
A_pOfiQ7jDy15GaENDjjN7nQAAAQAAAQ.jpg,A__YxFR6NzEjQecYhCqT3cqQAAAQAAAQ.jpg,1,13,13
A_pOfiQ7jDy14AAAAAAAAAAAAAAQAAAQ.jpg,A__YxFR6NzEjQecYhCqT3cqQAAAQAAAQ.jpg,1,13,13
A_JiP8RIdhMFgAAAAAAAAAAAAAAQAAAQ.jpg,A_bmExSKHslRkAAAAAAAAAAAAAAQAAAQ.jpg,1,14,14
A_JiP8RIdhMFgAAAAAAAAAAAAAAQAAAQ.jpg,A__z-iTZs2YvEAAAAAAAAAAAAAAQAAAQ.jpg,1,14,14
A_JiP8RIdhMFgAAAAAAAAAAAAAAQAAAQ.jpg,A_Vu_PRqVmM8AAAAAAAAAAAAAAAQAAAQ.jpg,1,14,14
A_bmExSKHslRkAAAAAAAAAAAAAAQAAAQ.jpg,A__z-iTZs2YvEAAAAAAAAAAAAAAQAAAQ.jpg,1,14,14
A_bmExSKHslRkAAAAAAAAAAAAAAQAAAQ.jpg,A_Vu_PRqVmM8AAAAAAAAAAAAAAAQAAAQ.jpg,1,14,14
A__z-iTZs2YvEAAAAAAAAAAAAAAQAAAQ.jpg,A_Vu_PRqVmM8AAAAAAAAAAAAAAAQAAAQ.jpg,1,14,14
A_lWreSpZxhyAAAAAAAAAAAAAAAQAAAQ.jpg,A_Ba6QQqFUsP4AAAAAAAAAAAAAAQAAAQ.jpg,1,15,15
A_lWreSpZxhyAAAAAAAAAAAAAAAQAAAQ.jpg,A_WgcxSLmAZ9YAAAAAAAAAAAAAAQAAAQ.jpg,1,15,15
A_lWreSpZxhyAAAAAAAAAAAAAAAQAAAQ.jpg,A_SXGPT6VlGv0AAAAAAAAAAAAAAQAAAQ.jpg,1,15,15
A_Ba6QQqFUsP4AAAAAAAAAAAAAAQAAAQ.jpg,A_WgcxSLmAZ9YAAAAAAAAAAAAAAQAAAQ.jpg,1,15,15
A_Ba6QQqFUsP4AAAAAAAAAAAAAAQAAAQ.jpg,A_SXGPT6VlGv0AAAAAAAAAAAAAAQAAAQ.jpg,1,15,15
A_WgcxSLmAZ9YAAAAAAAAAAAAAAQAAAQ.jpg,A_SXGPT6VlGv0AAAAAAAAAAAAAAQAAAQ.jpg,1,15,15
A_EZU5Q47i9PQAAAAAAAAAAAAAAQAAAQ.jpg,A_mbl7SbkDKR4AAAAAAAAAAAAAAQAAAQ.jpg,1,16,16
A_EZU5Q47i9PQAAAAAAAAAAAAAAQAAAQ.jpg,A_2n3hQr-JmJQAAAAAAAAAAAAAAQAAAQ.jpg,1,16,16
A_EZU5Q47i9PQAAAAAAAAAAAAAAQAAAQ.jpg,A_cFBbQb-i068AAAAAAAAAAAAAAQAAAQ.jpg,1,16,16
A_mbl7SbkDKR4AAAAAAAAAAAAAAQAAAQ.jpg,A_2n3hQr-JmJQAAAAAAAAAAAAAAQAAAQ.jpg,1,16,16
A_mbl7SbkDKR4AAAAAAAAAAAAAAQAAAQ.jpg,A_cFBbQb-i068AAAAAAAAAAAAAAQAAAQ.jpg,1,16,16
A_2n3hQr-JmJQAAAAAAAAAAAAAAQAAAQ.jpg,A_cFBbQb-i068AAAAAAAAAAAAAAQAAAQ.jpg,1,16,16
A_Va1UTrmeizMAAAAAAAAAAAAAAQAAAQ.jpg,A_Rh_cT7z_w7wAAAAAAAAAAAAAAQAAAQ.jpg,1,17,17
A_Va1UTrmeizMAAAAAAAAAAAAAAQAAAQ.jpg,A_LUkoSJrXkSUAAAAAAAAAAAAAAQAAAQ.jpg,1,17,17
A_Va1UTrmeizMAAAAAAAAAAAAAAQAAAQ.jpg,A_dLjnR7Wqd6IAAAAAAAAAAAAAAQAAAQ.jpg,1,17,17
A_Rh_cT7z_w7wAAAAAAAAAAAAAAQAAAQ.jpg,A_LUkoSJrXkSUAAAAAAAAAAAAAAQAAAQ.jpg,1,17,17
A_Rh_cT7z_w7wAAAAAAAAAAAAAAQAAAQ.jpg,A_dLjnR7Wqd6IAAAAAAAAAAAAAAQAAAQ.jpg,1,17,17
A_LUkoSJrXkSUAAAAAAAAAAAAAAQAAAQ.jpg,A_dLjnR7Wqd6IAAAAAAAAAAAAAAQAAAQ.jpg,1,17,17
A_fR9dQ5HrbU4AAAAAAAAAAAAAAQAAAQ.jpg,A_d1iSRoW_qgQAAAAAAAAAAAAAAQAAAQ.jpg,1,18,18
A_fR9dQ5HrbU4AAAAAAAAAAAAAAQAAAQ.jpg,A_KNPtSqaKcSkAAAAAAAAAAAAAAQAAAQ.jpg,1,18,18
A_fR9dQ5HrbU4AAAAAAAAAAAAAAQAAAQ.jpg,A_KQxIT7wL_kgAAAAAAAAAAAAAAQAAAQ.jpg,1,18,18
A_d1iSRoW_qgQAAAAAAAAAAAAAAQAAAQ.jpg,A_KNPtSqaKcSkAAAAAAAAAAAAAAQAAAQ.jpg,1,18,18
A_d1iSRoW_qgQAAAAAAAAAAAAAAQAAAQ.jpg,A_KQxIT7wL_kgAAAAAAAAAAAAAAQAAAQ.jpg,1,18,18
A_KNPtSqaKcSkAAAAAAAAAAAAAAQAAAQ.jpg,A_KQxIT7wL_kgAAAAAAAAAAAAAAQAAAQ.jpg,1,18,18
A_YlkgQbNnNSoAAAAAAAAAAAAAAQAAAQ.jpg,A_v-mDS7qZe7oAAAAAAAAAAAAAAQAAAQ.jpg,1,19,19
A_YlkgQbNnNSoAAAAAAAAAAAAAAQAAAQ.jpg,A_Tt6HTJdxA1kAAAAAAAAAAAAAAQAAAQ.jpg,1,19,19
A_YlkgQbNnNSoAAAAAAAAAAAAAAQAAAQ.jpg,A_PYU8Qr4rH5YAAAAAAAAAAAAAAQAAAQ.jpg,1,19,19
A_v-mDS7qZe7oAAAAAAAAAAAAAAQAAAQ.jpg,A_Tt6HTJdxA1kAAAAAAAAAAAAAAQAAAQ.jpg,1,19,19
A_v-mDS7qZe7oAAAAAAAAAAAAAAQAAAQ.jpg,A_PYU8Qr4rH5YAAAAAAAAAAAAAAQAAAQ.jpg,1,19,19
A_Tt6HTJdxA1kAAAAAAAAAAAAAAQAAAQ.jpg,A_PYU8Qr4rH5YAAAAAAAAAAAAAAQAAAQ.jpg,1,19,19
8Qwjp3LcQ3iDOb7i9kMsegAAACMAARAD.jpg,ejYUJjUrTHmLuE2JKdcsRgAAACMAARAD.jpg,1,20,20
8Qwjp3LcQ3iDOb7i9kMsegAAACMAARAD.jpg,WpudhUmPQtCbPSRoq9BnHgAAACMAARAD.jpg,1,20,20
8Qwjp3LcQ3iDOb7i9kMsegAAACMAARAD.jpg,WmmQfVkFSa6ES7uWWRqn-gAAACMAARAD.jpg,1,20,20
ejYUJjUrTHmLuE2JKdcsRgAAACMAARAD.jpg,WpudhUmPQtCbPSRoq9BnHgAAACMAARAD.jpg,1,20,20
ejYUJjUrTHmLuE2JKdcsRgAAACMAARAD.jpg,WmmQfVkFSa6ES7uWWRqn-gAAACMAARAD.jpg,1,20,20
WpudhUmPQtCbPSRoq9BnHgAAACMAARAD.jpg,WmmQfVkFSa6ES7uWWRqn-gAAACMAARAD.jpg,1,20,20
A_fDM3T7_Er0wAAAAAAAAAAAAAAQAAAQ.jpg,A_qK0OTL76_bMAAAAAAAAAAAAAAQAAAQ.jpg,1,21,21
A_fDM3T7_Er0wAAAAAAAAAAAAAAQAAAQ.jpg,A_FxEiTbFDhBMAAAAAAAAAAAAAAQAAAQ.jpg,1,21,21
A_fDM3T7_Er0wAAAAAAAAAAAAAAQAAAQ.jpg,A_GKxxTacH56QAAAAAAAAAAAAAAQAAAQ.jpg,1,21,21
A_qK0OTL76_bMAAAAAAAAAAAAAAQAAAQ.jpg,A_FxEiTbFDhBMAAAAAAAAAAAAAAQAAAQ.jpg,1,21,21
A_qK0OTL76_bMAAAAAAAAAAAAAAQAAAQ.jpg,A_GKxxTacH56QAAAAAAAAAAAAAAQAAAQ.jpg,1,21,21
A_FxEiTbFDhBMAAAAAAAAAAAAAAQAAAQ.jpg,A_GKxxTacH56QAAAAAAAAAAAAAAQAAAQ.jpg,1,21,21
O1CN018y9zNy1b2RyzTX0bZ_!!0-mtopupload.jpg,O1CN01FwhDIF1wj8peOpsqy_!!0-mtopupload.jpg,1,22,22
O1CN018y9zNy1b2RyzTX0bZ_!!0-mtopupload.jpg,O1CN01i3vtpY1iOA4ELUKNq_!!0-mtopupload.jpg,1,22,22
O1CN018y9zNy1b2RyzTX0bZ_!!0-mtopupload.jpg,O1CN017Zqu3U1WkLrs8drP0_!!0-mtopupload.jpg,1,22,22
O1CN01FwhDIF1wj8peOpsqy_!!0-mtopupload.jpg,O1CN01i3vtpY1iOA4ELUKNq_!!0-mtopupload.jpg,1,22,22
O1CN01FwhDIF1wj8peOpsqy_!!0-mtopupload.jpg,O1CN017Zqu3U1WkLrs8drP0_!!0-mtopupload.jpg,1,22,22
O1CN01i3vtpY1iOA4ELUKNq_!!0-mtopupload.jpg,O1CN017Zqu3U1WkLrs8drP0_!!0-mtopupload.jpg,1,22,22
A_DC12To5UBZwAAAAAAAAAAAAAAQAAAQ.jpg,A_vxNlQoSOcesAAAAAAAAAAAAAAQAAAQ.jpg,1,23,23
A_DC12To5UBZwAAAAAAAAAAAAAAQAAAQ.jpg,A_uMyGRoe6OD4AAAAAAAAAAAAAAQAAAQ.jpg,1,23,23
A_DC12To5UBZwAAAAAAAAAAAAAAQAAAQ.jpg,A_z0kCQr_tfJQAAAAAAAAAAAAAAQAAAQ.jpg,1,23,23
A_vxNlQoSOcesAAAAAAAAAAAAAAQAAAQ.jpg,A_uMyGRoe6OD4AAAAAAAAAAAAAAQAAAQ.jpg,1,23,23
A_vxNlQoSOcesAAAAAAAAAAAAAAQAAAQ.jpg,A_z0kCQr_tfJQAAAAAAAAAAAAAAQAAAQ.jpg,1,23,23
A_uMyGRoe6OD4AAAAAAAAAAAAAAQAAAQ.jpg,A_z0kCQr_tfJQAAAAAAAAAAAAAAQAAAQ.jpg,1,23,23
A_UIM0T5DUSJMAAAAAAAAAAAAAAQAAAQ.jpg,A_K0ldRalVubcAAAAAAAAAAAAAAQAAAQ.jpg,1,24,24
A_UIM0T5DUSJMAAAAAAAAAAAAAAQAAAQ.jpg,A_2DA2SZLf5vEAAAAAAAAAAAAAAQAAAQ.jpg,1,24,24
A_UIM0T5DUSJMAAAAAAAAAAAAAAQAAAQ.jpg,A_7HodQI2rtSUAAAAAAAAAAAAAAQAAAQ.jpg,1,24,24
A_K0ldRalVubcAAAAAAAAAAAAAAQAAAQ.jpg,A_2DA2SZLf5vEAAAAAAAAAAAAAAQAAAQ.jpg,1,24,24
A_K0ldRalVubcAAAAAAAAAAAAAAQAAAQ.jpg,A_7HodQI2rtSUAAAAAAAAAAAAAAQAAAQ.jpg,1,24,24
A_2DA2SZLf5vEAAAAAAAAAAAAAAQAAAQ.jpg,A_7HodQI2rtSUAAAAAAAAAAAAAAQAAAQ.jpg,1,24,24
A_M6rDSaJqguwAAAAAAAAAAAAAAQAAAQ.jpg,A_Kz9WTLtYMqQAAAAAAAAAAAAAAQAAAQ.jpg,1,25,25
A_M6rDSaJqguwAAAAAAAAAAAAAAQAAAQ.jpg,A_m8sWQpOHV-EAAAAAAAAAAAAAAQAAAQ.jpg,1,25,25
A_M6rDSaJqguwAAAAAAAAAAAAAAQAAAQ.jpg,A_g9o_RrSonkcAAAAAAAAAAAAAAQAAAQ.jpg,1,25,25
A_Kz9WTLtYMqQAAAAAAAAAAAAAAQAAAQ.jpg,A_m8sWQpOHV-EAAAAAAAAAAAAAAQAAAQ.jpg,1,25,25
A_Kz9WTLtYMqQAAAAAAAAAAAAAAQAAAQ.jpg,A_g9o_RrSonkcAAAAAAAAAAAAAAQAAAQ.jpg,1,25,25
A_m8sWQpOHV-EAAAAAAAAAAAAAAQAAAQ.jpg,A_g9o_RrSonkcAAAAAAAAAAAAAAQAAAQ.jpg,1,25,25
A_m-aWTY3Ot-AAAAAAAAAAAAAAAQAAAQ.jpg,A_qpwOTZvgL9EAAAAAAAAAAAAAAQAAAQ.jpg,1,26,26
A_m-aWTY3Ot-AAAAAAAAAAAAAAAQAAAQ.jpg,A_0fKgSYxegzcAAAAAAAAAAAAAAQAAAQ.jpg,1,26,26
A_m-aWTY3Ot-AAAAAAAAAAAAAAAQAAAQ.jpg,A_D9w_QbDG9s4AAAAAAAAAAAAAAQAAAQ.jpg,1,26,26
A_qpwOTZvgL9EAAAAAAAAAAAAAAQAAAQ.jpg,A_0fKgSYxegzcAAAAAAAAAAAAAAQAAAQ.jpg,1,26,26
A_qpwOTZvgL9EAAAAAAAAAAAAAAQAAAQ.jpg,A_D9w_QbDG9s4AAAAAAAAAAAAAAQAAAQ.jpg,1,26,26
A_0fKgSYxegzcAAAAAAAAAAAAAAQAAAQ.jpg,A_D9w_QbDG9s4AAAAAAAAAAAAAAQAAAQ.jpg,1,26,26
xwiaT4SHTLGOVAZCtHq9yQAAACMAARAD.jpg,FjU3DCiVRJi-p0oNR-tAGgAAACMAARAD.jpg,1,27,27
xwiaT4SHTLGOVAZCtHq9yQAAACMAARAD.jpg,ydJW6409RSKvBzpK1xzS0QAAACMAARAD.jpg,1,27,27
xwiaT4SHTLGOVAZCtHq9yQAAACMAARAD.jpg,fcg3fFELSXuinicx0-hYRQAAACMAARAD.jpg,1,27,27
FjU3DCiVRJi-p0oNR-tAGgAAACMAARAD.jpg,ydJW6409RSKvBzpK1xzS0QAAACMAARAD.jpg,1,27,27
FjU3DCiVRJi-p0oNR-tAGgAAACMAARAD.jpg,fcg3fFELSXuinicx0-hYRQAAACMAARAD.jpg,1,27,27
ydJW6409RSKvBzpK1xzS0QAAACMAARAD.jpg,fcg3fFELSXuinicx0-hYRQAAACMAARAD.jpg,1,27,27
A_naL1RJ86jCoAAAAAAAAAAAAAAQAAAQ.jpg,A_gPk9T4n_WewAAAAAAAAAAAAAAQAAAQ.jpg,1,28,28
A_naL1RJ86jCoAAAAAAAAAAAAAAQAAAQ.jpg,A_S8r-QoOdnNoAAAAAAAAAAAAAAQAAAQ.jpg,1,28,28
A_naL1RJ86jCoAAAAAAAAAAAAAAQAAAQ.jpg,A_T2lFRJy5a2gAAAAAAAAAAAAAAQAAAQ.jpg,1,28,28
A_gPk9T4n_WewAAAAAAAAAAAAAAQAAAQ.jpg,A_S8r-QoOdnNoAAAAAAAAAAAAAAQAAAQ.jpg,1,28,28
A_gPk9T4n_WewAAAAAAAAAAAAAAQAAAQ.jpg,A_T2lFRJy5a2gAAAAAAAAAAAAAAQAAAQ.jpg,1,28,28
